Reference,Compare,KM or KNM,# Cells,# CMCs
TW09-02,TW10-09,KNM,43,0
TW09-02,TW11-01,KNM,43,0
TW09-02,TW11-02,KNM,43,0
TW09-02,TW11-03,KNM,43,1
TW09-02,TW11-04,KNM,43,0
TW09-02,TW11-05,KNM,43,0
TW09-03,TW09-04,KM,36,31
TW09-03,TW09-05,KM,36,33
TW09-03,TW09-06,KM,36,35
TW09-03,TW09-07,KM,36,36
TW09-03,TW09-08,KM,36,35
TW09-03,TW09-09,KM,36,35
TW09-03,TW10-01,KNM,36,0
TW09-03,TW10-02,KNM,36,0
TW09-03,TW10-03,KNM,36,0
TW09-03,TW10-04,KNM,36,0
TW09-03,TW10-05,KNM,36,0
TW09-03,TW10-06,KNM,36,0
TW09-03,TW10-07,KNM,36,0
TW09-03,TW10-08,KNM,36,0
TW09-03,TW10-09,KNM,36,0
TW09-03,TW11-01,KNM,36,0
TW09-03,TW11-02,KNM,36,0
TW09-03,TW11-03,KNM,36,0
TW09-03,TW11-04,KNM,36,0
TW09-03,TW11-05,KNM,36,0
TW09-04,TW09-05,KM,42,27
TW09-04,TW09-06,KM,42,35
TW09-04,TW09-07,KM,42,38
TW09-04,TW09-08,KM,42,33
TW09-04,TW09-09,KM,42,38
TW09-04,TW10-01,KNM,42,0
TW09-04,TW10-02,KNM,42,0
TW09-04,TW10-03,KNM,42,0
TW09-04,TW10-04,KNM,42,0
TW09-04,TW10-05,KNM,42,0
TW09-04,TW10-06,KNM,42,0
TW09-04,TW10-07,KNM,42,0
TW09-04,TW10-08,KNM,42,0
TW09-04,TW10-09,KNM,42,0
TW09-04,TW11-01,KNM,42,0
TW09-04,TW11-02,KNM,42,0
TW09-04,TW11-03,KNM,42,0
TW09-04,TW11-04,KNM,42,0
TW09-04,TW11-05,KNM,42,0
TW09-05,TW09-06,KM,36,35
TW09-05,TW09-07,KM,36,35
TW09-05,TW09-08,KM,36,35
TW09-05,TW09-09,KM,36,35
TW09-05,TW10-01,KNM,36,1
TW09-05,TW10-02,KNM,36,0
TW09-05,TW10-03,KNM,36,0
TW09-05,TW10-04,KNM,36,0
TW09-05,TW10-05,KNM,36,0
TW09-05,TW10-06,KNM,36,0
TW09-05,TW10-07,KNM,36,0
TW09-05,TW10-08,KNM,36,0
TW09-05,TW10-09,KNM,36,0
TW09-05,TW11-01,KNM,36,0
TW09-05,TW11-02,KNM,36,1
TW09-05,TW11-03,KNM,36,0
TW09-05,TW11-04,KNM,36,0
TW09-05,TW11-05,KNM,36,0
TW09-06,TW09-07,KM,44,43
TW09-06,TW09-08,KM,44,42
TW09-06,TW09-09,KM,44,44
TW09-06,TW10-01,KNM,44,0
TW09-06,TW10-02,KNM,44,0
TW09-06,TW10-03,KNM,44,0
TW09-06,TW10-04,KNM,44,0
TW09-06,TW10-05,KNM,44,0
TW09-06,TW10-06,KNM,44,0
TW09-06,TW10-07,KNM,44,0
TW09-06,TW10-08,KNM,44,0
TW09-06,TW10-09,KNM,44,0
TW09-06,TW11-01,KNM,44,0
TW09-06,TW11-02,KNM,44,0
TW09-06,TW11-03,KNM,44,0
TW09-06,TW11-04,KNM,44,0
TW09-06,TW11-05,KNM,44,0
TW09-07,TW09-08,KM,42,38
TW09-07,TW09-09,KM,42,42
TW09-07,TW10-01,KNM,42,0
TW09-07,TW10-02,KNM,42,0
TW09-07,TW10-03,KNM,42,0
TW09-07,TW10-04,KNM,42,0
TW09-07,TW10-05,KNM,42,0
TW09-07,TW10-06,KNM,42,0
TW09-07,TW10-07,KNM,42,0
TW09-07,TW10-08,KNM,42,1
TW09-07,TW10-09,KNM,42,0
TW09-07,TW11-01,KNM,42,0
TW09-07,TW11-02,KNM,42,0
TW09-07,TW11-03,KNM,42,0
TW09-07,TW11-04,KNM,42,0
TW09-07,TW11-05,KNM,42,0
TW09-08,TW09-09,KM,43,43
TW09-08,TW10-01,KNM,43,0
TW09-08,TW10-02,KNM,43,0
TW09-08,TW10-03,KNM,43,1
TW09-08,TW10-04,KNM,43,0
TW09-08,TW10-05,KNM,43,0
TW09-08,TW10-06,KNM,43,0
TW09-08,TW10-07,KNM,43,0
TW09-08,TW10-08,KNM,43,0
TW09-08,TW10-09,KNM,43,0
TW09-08,TW11-01,KNM,43,0
TW09-08,TW11-02,KNM,43,0
TW09-08,TW11-03,KNM,43,0
TW09-08,TW11-04,KNM,43,0
TW09-08,TW11-05,KNM,43,0
TW09-09,TW10-01,KNM,47,0
TW09-09,TW10-02,KNM,47,0
TW09-09,TW10-03,KNM,47,0
TW09-09,TW10-04,KNM,47,0
TW09-09,TW10-05,KNM,47,0
TW09-09,TW10-06,KNM,47,0
TW09-09,TW10-07,KNM,47,0
TW09-09,TW10-08,KNM,47,0
TW09-09,TW10-09,KNM,47,0
TW09-09,TW11-01,KNM,47,0
TW09-09,TW11-02,KNM,47,0
TW09-09,TW11-03,KNM,47,0
TW09-09,TW11-04,KNM,47,0
TW09-09,TW11-05,KNM,47,0
TW10-01,TW10-02,KM,33,27
TW10-01,TW10-03,KM,33,30
TW10-01,TW10-04,KM,33,32
TW10-01,TW10-05,KM,33,25
TW10-01,TW10-06,KM,33,30
TW10-01,TW10-07,KM,33,30
TW10-01,TW10-08,KM,33,25
TW10-01,TW10-09,KM,33,28
TW10-01,TW11-01,KNM,33,0
TW10-01,TW11-02,KNM,33,0
TW10-01,TW11-03,KNM,33,0
TW10-01,TW11-04,KNM,33,0
TW10-01,TW11-05,KNM,33,0
TW10-02,TW10-03,KM,28,27
TW10-02,TW10-04,KM,28,27
TW10-02,TW10-05,KM,28,24
TW10-02,TW10-06,KM,28,28
TW10-02,TW10-07,KM,28,28
TW10-02,TW10-08,KM,28,21
TW10-02,TW10-09,KM,28,24
TW10-02,TW11-01,KNM,28,0
TW10-02,TW11-02,KNM,28,0
TW10-02,TW11-03,KNM,28,0
TW10-02,TW11-04,KNM,28,0
TW10-02,TW11-05,KNM,28,0
TW10-03,TW10-04,KM,44,37
TW10-03,TW10-05,KM,44,37
TW10-03,TW10-06,KM,44,44
TW10-03,TW10-07,KM,44,37
TW10-03,TW10-08,KM,44,36
TW10-03,TW10-09,KM,44,33
TW10-03,TW11-01,KNM,44,0
TW10-03,TW11-02,KNM,44,0
TW10-03,TW11-03,KNM,44,0
TW10-03,TW11-04,KNM,44,0
TW10-03,TW11-05,KNM,44,0
TW10-04,TW10-05,KM,37,34
TW10-04,TW10-06,KM,37,35
TW10-04,TW10-07,KM,37,37
TW10-04,TW10-08,KM,37,30
TW10-04,TW10-09,KM,37,28
TW10-04,TW11-01,KNM,37,0
TW10-04,TW11-02,KNM,37,1
TW10-04,TW11-03,KNM,37,0
TW10-04,TW11-04,KNM,37,0
TW10-04,TW11-05,KNM,37,0
TW10-05,TW10-06,KM,43,34
TW10-05,TW10-07,KM,43,33
TW10-05,TW10-08,KM,43,34
TW10-05,TW10-09,KM,43,28
TW10-05,TW11-01,KNM,43,0
TW10-05,TW11-02,KNM,43,0
TW10-05,TW11-03,KNM,43,0
TW10-05,TW11-04,KNM,43,0
TW10-05,TW11-05,KNM,43,0
TW10-06,TW10-07,KM,42,38
TW10-06,TW10-08,KM,42,35
TW10-06,TW10-09,KM,42,31
TW10-06,TW11-01,KNM,42,0
TW10-06,TW11-02,KNM,42,0
TW10-06,TW11-03,KNM,42,0
TW10-06,TW11-04,KNM,42,0
TW10-06,TW11-05,KNM,42,0
TW10-07,TW10-08,KM,38,33
TW10-07,TW10-09,KM,38,33
TW10-07,TW11-01,KNM,38,0
TW10-07,TW11-02,KNM,38,0
TW10-07,TW11-03,KNM,38,0
TW10-07,TW11-04,KNM,38,0
TW10-07,TW11-05,KNM,38,1
TW10-08,TW10-09,KM,42,23
TW10-08,TW11-01,KNM,42,0
TW10-08,TW11-02,KNM,42,0
TW10-08,TW11-03,KNM,42,0
TW10-08,TW11-04,KNM,42,0
TW10-08,TW11-05,KNM,42,0
TW10-09,TW11-01,KNM,33,0
TW10-09,TW11-02,KNM,33,0
TW10-09,TW11-03,KNM,33,0
TW10-09,TW11-04,KNM,33,0
TW10-09,TW11-05,KNM,33,0
TW11-01,TW11-02,KM,43,42
TW11-01,TW11-03,KM,43,37
TW11-01,TW11-04,KM,43,41
TW11-01,TW11-05,KM,43,41
TW11-02,TW11-03,KM,46,39
TW11-02,TW11-04,KM,46,44
TW11-02,TW11-05,KM,46,41
TW11-03,TW11-04,KM,43,37
TW11-03,TW11-05,KM,43,37
TW11-04,TW11-05,KM,45,43
